4.250676903080095030e+02,1.028738366659204476e+05
4.252223931582292948e+02,1.028738366659204476e+05
4.253770960084490866e+02,1.029903569327158039e+05
4.255317988586688216e+02,1.031063513080484117e+05
4.256865017088886134e+02,1.031063513080484117e+05
4.258412045591084052e+02,1.032241781709593924e+05
4.259959074093281970e+02,1.032241781709593924e+05
4.261506102595479319e+02,1.033416338229958928e+05
4.263053131097677237e+02,1.034593902318268229e+05
4.264600159599875155e+02,1.034593902318268229e+05
4.266147188102073073e+02,1.035757673354638246e+05
4.267694216604270991e+02,1.036919358327467780e+05
4.269241245106468341e+02,1.036919358327467780e+05
4.270788273608666259e+02,1.038119041157791944e+05
4.272335302110864177e+02,1.038119041157791944e+05
4.273882330613062095e+02,1.039292127467391256e+05
4.275429359115259444e+02,1.040465382615166600e+05
4.276976387617457362e+02,1.040465382615166600e+05
4.278523416119655280e+02,1.041626827086555859e+05
4.280070444621853198e+02,1.042820911696863477e+05
4.281617473124050548e+02,1.042820911696863477e+05
4.283164501626248466e+02,1.043987949529463658e+05
4.284711530128446384e+02,1.043987949529463658e+05
4.286258558630644302e+02,1.045160457575382752e+05
4.287805587132842220e+02,1.046340766891774983e+05
4.289352615635039569e+02,1.046340766891774983e+05
4.290899644137237487e+02,1.047528891920001333e+05
4.292446672639435405e+02,1.047528891920001333e+05
4.293993701141633323e+02,1.048714732578416006e+05
4.295540729643830673e+02,1.049883164385453856e+05
4.297087758146028591e+02,1.049883164385453856e+05
4.298634786648226509e+02,1.051055384744602197e+05
4.300181815150424427e+02,1.052254054200403771e+05
4.301728843652622345e+02,1.052254054200403771e+05
4.303275872154819695e+02,1.053436768902490730e+05
4.304822900657017613e+02,1.053436768902490730e+05
4.306369929159215530e+02,1.054631197569189244e+05
4.307916957661413448e+02,1.055800584953647485e+05
4.309463986163610798e+02,1.055800584953647485e+05
4.311011014665808716e+02,1.056969683595054230e+05
4.312558043168006634e+02,1.058175933332597342e+05
4.314105071670204552e+02,1.058175933332597342e+05
4.315652100172402470e+02,1.059356278818882129e+05
4.317199128674599820e+02,1.059356278818882129e+05
4.318746157176797738e+02,1.060550353537830670e+05
