9.781027599431916997e+02,5.980573575586657971e+05
9.782693533035835571e+02,5.984219067252865061e+05
9.784359466639755283e+02,5.984219067252865061e+05
9.786025400243673857e+02,5.987799061727967346e+05
9.787691333847592432e+02,5.987799061727967346e+05
9.789357267451511007e+02,5.991444065735817421e+05
9.791023201055430718e+02,5.991444065735817421e+05
9.792689134659349293e+02,5.995065108533155872e+05
9.794355068263267867e+02,5.995065108533155872e+05
9.796021001867186442e+02,5.998657763192926068e+05
9.797686935471106153e+02,5.998657763192926068e+05
9.799352869075024728e+02,6.002299145804205909e+05
9.801018802678943302e+02,6.002299145804205909e+05
9.802684736282861877e+02,6.005929104456482455e+05
9.804350669886781589e+02,6.005929104456482455e+05
9.806016603490700163e+02,6.009562820087408181e+05
9.807682537094618738e+02,6.009562820087408181e+05
9.809348470698538449e+02,6.013191528923546430e+05
9.811014404302457024e+02,6.013191528923546430e+05
9.812680337906375598e+02,6.016770380068318918e+05
9.814346271510294173e+02,6.016770380068318918e+05
9.816012205114213884e+02,6.020447698407836724e+05
9.817678138718132459e+02,6.024046538953888230e+05
9.819344072322051034e+02,6.024046538953888230e+05
9.821010005925969608e+02,6.027695709859250346e+05
9.822675939529889320e+02,6.027695709859250346e+05
9.824341873133807894e+02,6.031318874689585064e+05
9.826007806737726469e+02,6.031318874689585064e+05
9.827673740341646180e+02,6.034945944222918479e+05
9.829339673945564755e+02,6.034945944222918479e+05
9.831005607549483329e+02,6.038632116895703366e+05
9.832671541153401904e+02,6.038632116895703366e+05
9.834337474757321615e+02,6.042230518553798320e+05
9.836003408361240190e+02,6.042230518553798320e+05
9.837669341965158765e+02,6.045886559921529843e+05
9.839335275569077339e+02,6.045886559921529843e+05
9.841001209172997051e+02,6.049505107579814503e+05
9.842667142776915625e+02,6.049505107579814503e+05
9.844333076380834200e+02,6.053158008691881550e+05
9.845999009984752774e+02,6.053158008691881550e+05
9.847664943588672486e+02,6.056796267504253192e+05
9.849330877192591061e+02,6.056796267504253192e+05
9.850996810796509635e+02,6.060394423941859277e+05
9.852662744400429347e+02,6.060394423941859277e+05
9.854328678004347921e+02,6.064045861664634431e+05
9.855994611608266496e+02,6.064045861664634431e+05
9.857660545212185070e+02,6.067701039852683898e+05
9.859326478816104782e+02,6.071362677208208479e+05
9.860992412420023356e+02,6.071362677208208479e+05
9.862658346023941931e+02,6.075012068605370587e+05
9.864324279627860506e+02,6.075012068605370587e+05
9.865990213231780217e+02,6.078626236952882027e+05
9.867656146835698792e+02,6.078626236952882027e+05
9.869322080439617366e+02,6.082286863003125181e+05
9.870988014043535941e+02,6.082286863003125181e+05
9.872653947647455652e+02,6.085948868947684532e+05
9.874319881251374227e+02,6.085948868947684532e+05
9.875985814855292801e+02,6.089600846628955333e+05
9.877651748459212513e+02,6.089600846628955333e+05
9.879317682063131087e+02,6.093226719724194845e+05
9.880983615667049662e+02,6.093226719724194845e+05
9.882649549270968237e+02,6.096864737051363336e+05
9.884315482874887948e+02,6.096864737051363336e+05
9.885981416478806523e+02,6.100556049961752724e+05
9.887647350082725097e+02,6.100556049961752724e+05
9.889313283686643672e+02,6.104188976435662480e+05
9.890979217290563383e+02,6.104188976435662480e+05
9.892645150894481958e+02,6.107855591248604469e+05
9.894311084498400533e+02,6.107855591248604469e+05
9.895977018102319107e+02,6.111487897088840837e+05
9.897642951706238819e+02,6.115143261719563743e+05
9.899308885310157393e+02,6.115143261719563743e+05
9.900974818914075968e+02,6.118823714273308869e+05
9.902640752517995679e+02,6.118823714273308869e+05
9.904306686121914254e+02,6.122454011605076957e+05
9.905972619725832828e+02,6.122454011605076957e+05
9.907638553329751403e+02,6.126127401359776268e+05
9.909304486933671114e+02,6.126127401359776268e+05
9.910970420537589689e+02,6.129793402854821179e+05
9.912636354141508264e+02,6.129793402854821179e+05
9.914302287745426838e+02,6.133453293825872242e+05
9.915968221349346550e+02,6.133453293825872242e+05
9.917634154953265124e+02,6.137099215602725744e+05
9.919300088557183699e+02,6.137099215602725744e+05
9.920966022161103410e+02,6.140766240420016693e+05
9.922631955765021985e+02,6.140766240420016693e+05
9.924297889368940560e+02,6.144435742290896596e+05
9.925963822972859134e+02,6.144435742290896596e+05
9.927629756576778846e+02,6.148091579520248342e+05
9.929295690180697420e+02,6.148091579520248342e+05
9.930961623784615995e+02,6.151778944072657032e+05
9.932627557388534569e+02,6.151778944072657032e+05
9.934293490992454281e+02,6.155434679839728633e+05
9.935959424596372855e+02,6.155434679839728633e+05
9.937625358200291430e+02,6.159091609591727611e+05
9.939291291804210005e+02,6.162769786284000147e+05
9.940957225408129716e+02,6.162769786284000147e+05
9.942623159012048291e+02,6.166444276855537901e+05
9.944289092615966865e+02,6.166444276855537901e+05
9.945955026219886577e+02,6.170125295662984718e+05
9.947620959823805151e+02,6.170125295662984718e+05
9.949286893427723726e+02,6.173780195292378776e+05
9.950952827031642300e+02,6.173780195292378776e+05
9.952618760635562012e+02,6.177471633336121449e+05
9.954284694239480586e+02,6.177471633336121449e+05
9.955950627843399161e+02,6.181126069413520163e+05
9.957616561447317736e+02,6.181126069413520163e+05
9.959282495051237447e+02,6.184805809556703316e+05
9.960948428655156022e+02,6.184805809556703316e+05
9.962614362259074596e+02,6.188485522006970132e+05
9.964280295862993171e+02,6.188485522006970132e+05
9.965946229466912882e+02,6.192165038132988848e+05
9.967612163070831457e+02,6.192165038132988848e+05
9.969278096674750032e+02,6.195857175470031798e+05
9.970944030278669743e+02,6.195857175470031798e+05
9.972609963882588318e+02,6.199511825719045009e+05
9.974275897486506892e+02,6.199511825719045009e+05
9.975941831090425467e+02,6.203190602279936429e+05
9.977607764694345178e+02,6.206856609109221026e+05
9.979273698298263753e+02,6.206856609109221026e+05
9.980939631902182327e+02,6.210536053351641167e+05
9.982605565506100902e+02,6.210536053351641167e+05
9.984271499110020613e+02,6.214259305788982892e+05
9.985937432713939188e+02,6.214259305788982892e+05
9.987603366317857763e+02,6.217908645363562973e+05
9.989269299921777474e+02,6.217908645363562973e+05
9.990935233525696049e+02,6.221621817001750460e+05
9.992601167129614623e+02,6.221621817001750460e+05
9.994267100733533198e+02,6.225303272147347452e+05
9.995933034337452909e+02,6.225303272147347452e+05
9.997598967941371484e+02,6.228972211801739177e+05
