5.000000000000000104e-03 3.439999999999999590e-04
1.004999999999999893e+00 3.440511374235491059e-04
2.004999999999999893e+00 3.439999999999999590e-04
3.004999999999999893e+00 3.439999999999999590e-04
4.004999999999999893e+00 3.439999999999999590e-04
5.004999999999999893e+00 3.439999999999999590e-04
6.004999999999999893e+00 3.439999999999999590e-04
7.004999999999999893e+00 3.439577747210701602e-04
8.004999999999999005e+00 3.439345622612415844e-04
9.005000000000000782e+00 3.439577747210701602e-04
1.000500000000000078e+01 3.439999999999999590e-04
1.100499999999999901e+01 3.440511374235491059e-04
1.200500000000000078e+01 3.439577747210701602e-04
1.300499999999999901e+01 3.439577747210701602e-04
1.400500000000000078e+01 3.440511374235491059e-04
1.500499999999999901e+01 3.439577747210701602e-04
1.600499999999999901e+01 3.438683600096674171e-04
1.700499999999999901e+01 3.440315659862571698e-04
1.800499999999999901e+01 3.439999999999999590e-04
1.900499999999999901e+01 3.440315659862571698e-04
2.000499999999999901e+01 3.440511374235491059e-04
2.100499999999999901e+01 3.439999999999999590e-04
2.200499999999999901e+01 3.440315659862571698e-04
2.300499999999999901e+01 3.440315659862571698e-04
2.400500000000000256e+01 3.439999999999999590e-04
2.500499999999999901e+01 3.441277011956334108e-04
2.600499999999999901e+01 3.439999999999999590e-04
2.700500000000000256e+01 3.441277011956334108e-04
2.800500000000000256e+01 3.441277011956334108e-04
2.900499999999999901e+01 3.441577747210702192e-04
3.000499999999999901e+01 3.442487577266952056e-04
3.100499999999999901e+01 3.442487577266952056e-04
3.200500000000000256e+01 3.442225397255342157e-04
3.300500000000000256e+01 3.441577747210702192e-04
3.400500000000000256e+01 3.439577747210701602e-04
3.500499999999999545e+01 3.437769983146657534e-04
3.600499999999999545e+01 3.436975945555114991e-04
3.700499999999999545e+01 3.432545522643693035e-04
3.800500000000000256e+01 3.433069416190898658e-04
3.900500000000000256e+01 3.428577747210701876e-04
4.000500000000000256e+01 3.425778644089724030e-04
4.100500000000000256e+01 3.425778644089724030e-04
4.200499999999999545e+01 3.422616993097754058e-04
4.300499999999999545e+01 3.420055434672297583e-04
4.400500000000000256e+01 3.416896823555364416e-04
4.500500000000000256e+01 3.412060390283797972e-04
4.600500000000000256e+01 3.409344686396973464e-04
4.700500000000000256e+01 3.406205918972612674e-04
4.800499999999999545e+01 3.401299012725895413e-04
4.900499999999999545e+01 3.400315314274345263e-04
5.000500000000000256e+01 3.394233063164828050e-04
5.100500000000000256e+01 3.390447460034599490e-04
5.200500000000000256e+01 3.386342425068511724e-04
5.300500000000000256e+01 3.381397540252414381e-04
5.400500000000000256e+01 3.377436045645690831e-04
5.500500000000000256e+01 3.374326476035216754e-04
5.600500000000000256e+01 3.366632980650780568e-04
5.700499999999999545e+01 3.364416226784642237e-04
5.800499999999999545e+01 3.356353977118102429e-04
5.900499999999999545e+01 3.348622983624436450e-04
6.000499999999999545e+01 3.345314670183979658e-04
6.100499999999999545e+01 3.337369798083279012e-04
6.200499999999999545e+01 3.329518690196907934e-04
6.300500000000000256e+01 3.326326977192602661e-04
6.400499999999999545e+01 3.313585182360447566e-04
6.500499999999999545e+01 3.307428360436353893e-04
6.600499999999999545e+01 3.303349553689190654e-04
6.700500000000000966e+01 3.293196340967086350e-04
6.800500000000000966e+01 3.288878972089785907e-04
6.900500000000000966e+01 3.285513144667589537e-04
7.000499999999999545e+01 3.273351532806566093e-04
7.100499999999999545e+01 3.268115945708271824e-04
7.200499999999999545e+01 3.263859805630626586e-04
7.300499999999999545e+01 3.252524046146263044e-04
7.400499999999999545e+01 3.247587722521192636e-04
7.500499999999999545e+01 3.241011936416162299e-04
7.600499999999999545e+01 3.233412309843621099e-04
7.700499999999999545e+01 3.227145065155737199e-04
7.800499999999999545e+01 3.219503361069122054e-04
7.900500000000000966e+01 3.212444027212905495e-04
8.000500000000000966e+01 3.207921027546229266e-04
8.100500000000000966e+01 3.198281330102689516e-04
8.200499999999999545e+01 3.191229056343879828e-04
8.300499999999999545e+01 3.183528602437939409e-04
8.400499999999999545e+01 3.174086415231020366e-04
8.500499999999999545e+01 3.162917704427705735e-04
8.600499999999999545e+01 3.156845451611466893e-04
8.700499999999999545e+01 3.146650724533570044e-04
8.800499999999999545e+01 3.137209205862433832e-04
8.900499999999999545e+01 3.130686427228569833e-04
9.000499999999999545e+01 3.123867553046483616e-04
9.100499999999999545e+01 3.113673426066372357e-04
9.200500000000000966e+01 3.107062718216377383e-04
9.300500000000000966e+01 3.101201328294684993e-04
9.400500000000000966e+01 3.088837924807895721e-04
9.500499999999999545e+01 3.079061148668034496e-04
9.600499999999999545e+01 3.071027021180370653e-04
9.700499999999999545e+01 3.065153146277306497e-04
9.800499999999999545e+01 3.053975920267460982e-04
9.900499999999999545e+01 3.046137142145724855e-04
9.999500000000000455e+01 3.046527937099926240e-04
9.899500000000000455e+01 3.047509088926007837e-04
9.799500000000000455e+01 3.049471111540897499e-04
9.699500000000000455e+01 3.052413432418478001e-04
9.599499999999999034e+01 3.053975920267460982e-04
9.499499999999999034e+01 3.061033499094288580e-04
9.399499999999999034e+01 3.064743363154170779e-04
9.299500000000000455e+01 3.067885361700418544e-04
9.199500000000000455e+01 3.073189430508247149e-04
